n_s,log_A_s,omega_b,omega_cdm,tau
0.9913175121272289,3.180342611882011,0.02312925277172308,0.13885214370576926,0.0378974582024274
0.9914849962433864,2.92954220572003,0.022218150316261964,0.1120235133028763,0.06302891062621005
0.9934929204056822,3.1856030643979123,0.020738395948239452,0.13035830783688845,0.04573393791810011
0.9414166301093626,2.988029817168738,0.022606927863928105,0.12346228665694715,0.04330356069639694
0.9501861160190321,2.924092236575585,0.022682720873457525,0.11145100305023749,0.07754650578972616
0.9930256636817792,2.9156874665947106,0.023169534860118943,0.11921948732284827,0.04184084018875434
0.9740101751330676,3.048743080388041,0.021442628513309088,0.11868054685288143,0.07852627855183211
0.9701525095594138,3.143527863435755,0.02256934327758999,0.12985196847815256,0.060478785987780656
0.9451104223797832,2.909629341225808,0.023530934555447868,0.136750506235561,0.07189279610964544
0.9613379532051307,2.983369639311031,0.02289461040374236,0.12533208921397512,0.03107169742906746
0.9790115686077837,2.9148357356377654,0.021852548568743458,0.12625873260171766,0.05447660150443248
0.9431158777620988,3.1041561679631138,0.02183239823164783,0.11338109476993301,0.07408043439738426
0.9411461465548304,2.9466580959405775,0.020221493233292323,0.13277614886156963,0.05372262377006089
0.9692315150289993,3.1209243063043863,0.023432870098777057,0.1150764135422895,0.04883835037117547
0.9905343210467346,3.048385411491499,0.021618401510566976,0.12202261770176637,0.05571001016396194
0.9451920629129292,3.0058820399617248,0.0235157657928682,0.12924368436482134,0.03798355341787399
0.9859474417509763,3.0054838517875786,0.022304657537173384,0.12604499543362507,0.04402754083631596
0.9692571240355878,3.0715594197588634,0.020661271615964455,0.13215028340029694,0.03494605970878437
0.9558655664988237,2.9729095808804935,0.020225124191925604,0.13504425020265834,0.05020675785728307
0.9592434102080424,2.976809579001974,0.022880439397012182,0.13657280945653816,0.03061559101316298
0.9915104010536523,3.1502423359645997,0.022066097610679992,0.13732822282134177,0.051828736658020236
0.9667708877834802,2.93568171174825,0.022566823484000062,0.13400470855452343,0.03497469243285278
0.9423863704611447,3.0290261900733206,0.02388940928194931,0.12428812177877303,0.0730639421468233
0.9540009421782567,3.180062233715673,0.022866437411929137,0.12955834117383508,0.07450007413355406
0.9893536239992707,2.9937074137343203,0.02219232620684068,0.11244340370702192,0.046725022381738146
0.9568100294579167,3.1151524812476663,0.02372781911854603,0.11010654449901655,0.03152427501241989
0.9943827751582588,3.1008285467187253,0.022156446464118615,0.11976202693659181,0.07052723404432173
0.9870503119288202,3.097694575593426,0.020353989140331742,0.1242342251312448,0.0687598518705588
0.9418659555456742,3.1527142170769062,0.020598301182314153,0.1332491415208977,0.03885497590365896
0.9493321661370948,2.956734183740134,0.023398603758432043,0.12633743029672018,0.05464899621751132
0.9743139465366784,3.1015812614481044,0.023624990938019615,0.12983382217807507,0.04435924970388559
0.947714466067007,3.177926718051134,0.02125253075781613,0.12085710437763697,0.04856823103121706
0.9799387028590816,3.0228529692822654,0.020674776912788045,0.13857418249527514,0.04218459227575181
0.9722787294834526,3.0689173781432952,0.0211425808434298,0.12090240308230367,0.0779727069748544
0.9435944940031336,3.146452995923067,0.021763082878715083,0.12695323878577489,0.030309089791447304
0.9515928276055012,2.9230782304618,0.022826107951092883,0.11917547986051229,0.03128554956960481
0.9730690067216623,3.003702615026713,0.02360611881118061,0.1309377734151512,0.032812291181538826
0.9455978789682777,3.1646788746905776,0.023297761564947606,0.11775298858085191,0.07441804811135547
0.9758708588618872,2.9411858145179477,0.022312778024905926,0.12952048056323873,0.05036470472758536
0.9628177365067171,3.1141673557209955,0.023372823387503183,0.13597524438633024,0.07344909850414306
0.9757474479986753,3.0323788800987366,0.021233548814263592,0.12965641313100318,0.0313858557024892
0.9847089399345667,2.93920280772767,0.02108669513388696,0.12312025678772265,0.03613031419445035
0.9491635256684919,2.947785287270723,0.02274474797503812,0.12236959013998325,0.07096218151888484
0.9934678988293455,2.9627170395669915,0.02047415788560541,0.13708244550612225,0.06423699312213149
0.974926003887677,3.1941028323962386,0.02357032523527531,0.11476258787530225,0.06299710358189162
0.9473778382255877,2.979073701018344,0.023107888864166187,0.112710790828458,0.05529164674898746
0.9873348101666443,2.9997029159945297,0.02212651461486655,0.1119647797573466,0.055754320664386986
0.9932543035592928,3.0751441607640215,0.02344569277420188,0.13786098739388084,0.049147008186103375
0.9878390524191676,3.0263062356228647,0.023576009071054834,0.1350084184266297,0.07751722596225198
0.954409370048525,3.1328441890451777,0.021189224316609672,0.1298803866704812,0.040924731808875604
0.9745537282702419,3.063571236754555,0.022875672497391485,0.12120251139698186,0.04202909239273624
0.9587203260099194,3.187916604585796,0.021134321860538235,0.12437014517503511,0.03042146010278578
0.9953665526316023,3.0328411140926237,0.022503839901432707,0.11571867004740809,0.042264155524316935
0.9823459201919743,3.088227399053928,0.02399363814669554,0.11348139344566766,0.06187388377277565
0.9865830144314517,3.116856191100453,0.023117019604915197,0.11527120332240479,0.04281266775060373
0.9714974765399633,3.137113449881892,0.022088312823230476,0.11146043616949282,0.038658771273746645
0.9467598939023394,2.963185564547144,0.023397883783036557,0.12287950087422601,0.06118651181411845
0.977279846305501,3.146623328169007,0.023499034854982826,0.1388634705861581,0.03750369961207797
0.9818048562555128,3.0692135671634193,0.020842825752118925,0.1235172458855175,0.07984148523011023
0.964675035491244,3.1325702883438495,0.02192579004056821,0.11198902171239948,0.05885206655818621
0.946821075032789,3.1528733740126347,0.02163332228872878,0.13716212595485508,0.07602437942170504
0.9429721761862448,3.0805327689007616,0.023827384929855158,0.11663602284212664,0.06274981713859268
0.962551659336802,2.992594544980145,0.021062732460453863,0.11463527291078686,0.03323449105725855
0.9473056748237911,3.0111857851155226,0.022010193344256072,0.12182418956079923,0.07805091971941126
0.9736965398448778,3.1517199797842608,0.021433771791857632,0.1202040137974551,0.05053899778251182
0.9657534068859276,2.9324518846385774,0.023014060369766588,0.12524023132877854,0.0726927942938628
0.9751979873950768,3.14048750246931,0.023593307014277375,0.12637814195337704,0.037423976325992855
0.9582766797061741,2.9311265450387274,0.02152602891966101,0.1112530253981571,0.07425055207552315
0.9614976527199341,3.082430947677416,0.021871830361455378,0.11056166807434793,0.05187994850532536
0.9504122589499834,3.1001266125364073,0.0234619260585456,0.12619440946488042,0.05179878253819216
0.9903367215312665,3.0900987041556998,0.022524573483607375,0.12639839418975873,0.0712783635862986
0.9871078170559457,2.996629869261184,0.022883902072580353,0.11752648197274339,0.07625945255566563
0.9427642562408612,3.145549324981259,0.022170970741315767,0.13446984068900955,0.07077425981777179
0.9617379593332733,2.955665654767792,0.02365265677438229,0.1346114351245496,0.0512036804717592
0.9626395590572977,3.1763219982993287,0.022393402112697764,0.11747614519623675,0.0322650764983063
0.9918917552484774,3.020467016365674,0.02346362481263612,0.13617372782613146,0.07844145182653636
0.9448084708255707,2.9760788852591036,0.022728002513259866,0.11112055456914484,0.07448980145122172
0.9712558953616591,3.0181137692105566,0.021330004839925476,0.11732448678484819,0.07163511967898967
0.9916182289272123,3.0357627051859573,0.02376700616680774,0.1100579844963003,0.05374086553842002
0.9658579849999346,3.006619703144347,0.022799964662438,0.1168482008012525,0.056934136493376204
0.9660897012261286,3.093136942734274,0.02313608158145431,0.11102372055317637,0.03266147858407638
0.9774914637737466,3.1866654504801843,0.02228752980576624,0.11584511985904225,0.05047727337963942
0.9936541137383414,3.0000886523075874,0.02240481851041167,0.12274019841186487,0.06829251541771213
0.9567927588381512,3.1896016261479248,0.021137689116871833,0.13142188528452065,0.05611791882666875
0.9826131553181675,2.9472812038362286,0.02082643235178125,0.11084842420612123,0.07891309356728533
0.9446801589475319,3.0341488103784533,0.023954370723113766,0.1302364616904617,0.06793031025409427
0.9456944446196514,2.9962156743899393,0.02399579621168537,0.11701020616810154,0.07780111626429531
0.962424618038071,3.16963505412607,0.023205928314497165,0.11150060338216507,0.03452242493289674
0.9442887676272008,2.992063090008274,0.023997868939132163,0.12356817323236383,0.04501209780496857
0.9897906229015291,3.1749423559276138,0.023159776799263503,0.13175923243433016,0.055148486788729335
0.9853390543082317,3.010368946918771,0.022807395856862433,0.12683908811334232,0.04946458475917327
0.9709899501787698,3.05268318944435,0.022468274470872518,0.11274498150406233,0.031012295816104676
0.9734353149398047,3.1863000358758486,0.023221137345959708,0.12059329128293711,0.06435396990734463
0.9883221895436975,2.925451626433855,0.020687515034293943,0.12503780204899173,0.05290791854105853
0.985833152413736,2.995500389638692,0.02220013923076482,0.11430427146065229,0.03936348075986901
0.962718653258752,2.947077431898266,0.02271590525195999,0.11709292691942542,0.06745202942016174
0.9741997222065454,2.9461717517037784,0.020371937432974198,0.1384383405579866,0.0633094962678343
0.9525027508327378,2.9653146181924352,0.023060819609234468,0.13124225847000365,0.0387498814651772
0.9430043989162197,2.907407132137036,0.02363367451302779,0.13913340593917797,0.033653612711455234
0.9900023720954874,3.0296121809478644,0.0223190910851394,0.12601094863318502,0.07390038376165955
0.9906291539176408,3.1823280260981273,0.023829363201764344,0.13173801179716638,0.06605998165202843
0.9896435093291432,3.184337896085932,0.020071364728731275,0.1267388283741038,0.07119925413074751
0.9949196056403378,2.956697144877827,0.022423669024484838,0.12671412225018724,0.06265729771910791
0.9441178425884063,3.0576024270243307,0.022338219961085766,0.11803109254177957,0.032321849341456335
0.9876356884401564,3.0257460356859607,0.023313654112127116,0.11780739060947627,0.0716002056381018
0.951699879771858,2.9040475130297154,0.02189401383083614,0.12908623041748798,0.04394682725061204
0.9611830809340074,2.945167942954981,0.022796927599173778,0.1255006731195521,0.06046817032021248
0.9509184844091088,2.9561608148586664,0.022387410489613596,0.1337050456843001,0.05727909387057893
0.9645094551836826,2.954960642933797,0.023519537438920626,0.12905189167253145,0.03466865838733595
0.9750216768960029,3.0973169688739866,0.02371920766699988,0.131169835688546,0.06130685575913212
0.9699829918661403,2.9594362366644225,0.020250033165848013,0.1226837109141815,0.07871213542370287
0.9921096259036618,2.9727805957165536,0.02143095953986591,0.1193388805785446,0.03849764820092277
0.9835633103073497,3.082640748913994,0.023700634836803583,0.1270977593876545,0.07295096125926148
0.9439846467471453,2.961770068701065,0.023440282034278885,0.1362063112588379,0.07274469631481192
0.9571459059733547,2.9579399757643157,0.02341224326853238,0.13555431420957445,0.06961207451282878
0.9866877485076844,2.925240329603502,0.020824434079739947,0.12286145099272039,0.06179738462257988
0.9887228808012737,3.117070164119102,0.021472403805128364,0.1174685020628426,0.05199489006582296
0.9603476919890468,3.132196528985813,0.021844041550732586,0.12325434282979467,0.04145701718665773
0.9766933728673454,3.0688408055167775,0.021303361735022803,0.12304086888306653,0.032985475265656296
0.9532777258006712,3.01960973378662,0.02188012923726087,0.13141298539615062,0.07702008144548124
0.9691786838205135,2.910140883952611,0.021089737782613947,0.11656755692749168,0.032457885948165156
0.9771898156673737,3.0305067652412214,0.023409512806509283,0.11428851613242343,0.06578116238592499
0.9631635689184425,3.070508282996469,0.023057595823796708,0.12507221350797693,0.047486949692465835
0.9982459475007626,3.0097610840240216,0.021035909653766022,0.12670277762989512,0.051901016691309115
0.9816804244239774,2.916125674016506,0.02207377861585194,0.11064121345564176,0.03341763065126063
0.9899570558934218,3.1667184933804107,0.021646196716292868,0.13790023147087624,0.04662544083292239
0.998741410026017,2.9643392266789244,0.020809724412928145,0.13015543300210286,0.049086177543648385
0.9549070906633388,2.9498231304563296,0.020892766487641847,0.11092186453396546,0.05627086721691582
0.985622402335768,3.151375953196253,0.02147029613368441,0.1390312365820991,0.077706621764312
0.9861911190141127,3.000594312104437,0.022117190290071146,0.13059859977542385,0.03275569117530813
0.9730537955941746,3.1617587691714895,0.02178775868932511,0.12335155816876366,0.03132249010885876
0.9737720638056654,2.91997302821959,0.02331964101585531,0.11050379648103036,0.06998875351750139
0.9432026422308093,3.1050934632197995,0.022900297330701196,0.12272188137290217,0.0710915169463566
0.9695640744881714,2.9704627390394203,0.0201575104069969,0.11076258118905723,0.07797649952472982
0.9401233603351418,3.197783396193001,0.020634964676957426,0.12934264088126735,0.05803675635834544
0.9803939029595927,2.952284815537295,0.02219573649033422,0.133698115042207,0.06210119375710386
0.9970155390772124,2.926557019171264,0.02180767284624458,0.1190216837517194,0.03879480706866621
0.9648924044618161,3.127095491813186,0.02178576209337852,0.13589124727388557,0.043916961675212945
0.9838117561236426,2.9621802478802017,0.02062319909750951,0.1140870217086298,0.05177031902638461
0.9449203418830444,3.0887272538196946,0.023736516770734538,0.1325079686105448,0.04507117807194684
0.9429423800242518,2.9435987919398925,0.020341899786620606,0.13051486394484785,0.0687801385742376
0.9517413187376503,3.0267873742122884,0.021504412729232276,0.1310118206808338,0.06342690541709767
0.9707968603119124,2.98615414795261,0.021497995382454827,0.12018509947252384,0.0435429775903509
0.9892281381068038,3.18358126069377,0.022227741939885637,0.12591271509934765,0.06868419292967425
0.9999882121782528,3.050611722132477,0.021251361687010785,0.11133910729807424,0.07166347251424612
0.9998002014609662,2.9537600456964928,0.023969054432054483,0.12995074908358065,0.03964143215893112
0.9490546829349624,2.940098285890868,0.021926307984877384,0.1206643961939009,0.07251375918278943
0.9940332253693094,3.0167375572071617,0.022602016384567006,0.12727202879282604,0.06658350010702997
0.9424809255915658,3.12965786966005,0.020041267329022887,0.1323239223393097,0.05881492149489702
0.9686331454320981,3.149042032619747,0.0228709821316965,0.12164139370509636,0.0689145174753018
0.9506905878460556,3.002548645635005,0.02201918368666354,0.1129183992483765,0.047946854824542195
0.9842772482896283,2.902299876511528,0.020574688964523313,0.11542005635428686,0.06804950583886643
0.9771002035947198,2.950970328522911,0.020332443697154912,0.12473209054397906,0.045818832990569346
0.9857899645252346,3.1293305955794812,0.023717449694948798,0.13660792018255652,0.05871791198083502
0.9476297579035795,3.126063450963472,0.02008759495518415,0.11503186881447575,0.06653246522246892
0.9620514123259454,3.030258490927567,0.023741489786137947,0.1269106178276463,0.07209198772095804
0.9923507161482792,3.0446900485797257,0.020034629144558478,0.11689965158626481,0.07168999846384663
0.9590237467716003,3.175008465883335,0.02054911211422721,0.13652096093750848,0.03187865039059632
0.9832203335297853,2.9992183177396936,0.023861020351487815,0.13519051696249829,0.06376664721832603
0.968882673849977,3.0491130992247117,0.022782152251001005,0.12617235015671358,0.04762554488923089
0.9614576502542266,2.9793852999157155,0.020212474819816074,0.13822279088553588,0.04791358869513714
0.9896727932117155,2.923753277120846,0.021509421359727797,0.11767613287385446,0.0367853509656476
0.9963577005283533,3.153467171508681,0.021604367887966495,0.11105209145121059,0.03504580751200805
0.983349774789016,3.0803995805047206,0.02295640497832864,0.1371674123920065,0.041246541773247096
0.9415967699229645,2.9512826443749036,0.020689219874819687,0.12462502085727482,0.034370185229419224
0.9926453810925226,2.919886579950118,0.02273476066294806,0.1368210064882638,0.06865047947136167
0.9980779107809022,3.090629300372398,0.022800418524052207,0.13225594051771594,0.04535287877351234
0.9653300964022831,2.9875832232796427,0.022920334941430153,0.11205235465429988,0.04136441261513301
0.9997734344521432,2.9159748850776377,0.02292262767416877,0.13861020969897697,0.043450198949861796
0.9541900173427232,3.1004725310896046,0.02132580960182608,0.13527908235051547,0.07072558339804458
0.9591304502083711,2.9377308186671245,0.02273715044615037,0.13618922871268166,0.07480819338921942
0.9590993998691479,3.138981880418805,0.020256335759849437,0.12275268153820104,0.040214583350049
0.9744603536295328,3.07613767688305,0.020008397221132315,0.13130763113830413,0.03087767422451159
0.9979256827391176,3.0251181396830513,0.021411807809534056,0.1376126971171692,0.07311165399966815
0.9510979744455943,3.1578420789347903,0.02369399896251167,0.11807845525010459,0.0742306344029677
0.9433289548494915,2.96830216135903,0.020226353745365168,0.12693247998727133,0.06029632840662946
0.9961041759707914,3.0647265313085077,0.02228292211646747,0.1246127120018106,0.04732268109806439
0.9605381655544618,3.1976393303665844,0.023295485096081352,0.1190487150662835,0.05133739553489022
0.9850974920203616,2.9153802980543215,0.023149264191319557,0.11608671216175283,0.05476979051646412
0.9872874552756828,3.155432163447795,0.02352582803529978,0.11613235562952468,0.07117061633721365
0.9985353067713157,3.184490224006479,0.02345601922308528,0.11668794183113314,0.031483661504357656
0.9757765381147839,3.1483410622734955,0.022636249831601892,0.11223536606531258,0.07775317852603064
0.970564230979629,3.1855668803118187,0.02246268785224181,0.11704566374627542,0.032856631871730484
0.9627530073804756,2.9708673636847265,0.022444342906150324,0.12317434200842386,0.03839933555587507
0.9806185162258856,2.9089097662321315,0.021501027615848756,0.11313109723016986,0.054839533597817125
0.943247262690438,3.1046260082773016,0.02079687755386422,0.11212421945778714,0.06596823258096263
0.9911643424458769,2.928602787557215,0.022232871809725906,0.13824985021426237,0.07774834801972702
0.9716799679760493,3.137418158429174,0.022138210977004563,0.13928530563855157,0.03712070099120157
0.9718932920811453,3.150579506608957,0.022401047816486643,0.11399096687084236,0.06084851283269542
0.9754535446517612,3.048262134301227,0.020943609026980836,0.13236980709486187,0.07514464769276658
0.990157025290882,2.9313189522260537,0.022239154531931458,0.11167735792551241,0.056996632699376916
0.9566841915434134,3.0454519404194604,0.022979278482626965,0.12112917094385749,0.04554106575941245
0.9830720557846804,3.0235084272398987,0.023885589219404656,0.11621167451820406,0.07557675833447702
0.9725170050682846,3.080883889556557,0.021841769347123778,0.12982070646115534,0.04382195077589476
0.9647544285304621,2.9313868592727594,0.023964360382283525,0.12329710909209672,0.07045008306971201
0.9821786747469117,3.015589810255372,0.021573352126662126,0.11988577031751932,0.040310578476037556
0.9683858142710366,3.099924448820951,0.0234280427317122,0.11524252040679686,0.05046265819809323
0.9458508734581436,3.0565428901458174,0.02115720494995089,0.13066122870945793,0.05714679868473631
0.9615903674312076,3.083571018751633,0.02241779343304179,0.11718700783090504,0.05356026672084681
0.9600292398162541,3.187788699593395,0.020309136961992626,0.12259050276226784,0.05000183076521278
0.9814020166114102,2.9437412762030704,0.020845341475080804,0.12305823430249722,0.07486080164423928
0.9546261454626565,3.0368511869885277,0.023098891201953242,0.1356301892667996,0.07099135672985593
0.9747886422163732,3.115085804034763,0.020421667874735174,0.11694915329296782,0.07899027258221195
0.9738335638308232,3.180865599138414,0.023854488920915053,0.13635113866456483,0.030254330252951905
0.9619921748542112,2.9372603908206387,0.023446662104682017,0.12166921136014516,0.04467636200272445
0.9859782254579721,3.024211414939918,0.0217568420449505,0.12082993071801736,0.03534903645001691
0.9512295874358299,2.9494155997979252,0.022693946935125588,0.12740384810058167,0.04360369636657327
0.9820751074755268,3.0932801363839464,0.02280598905378233,0.1293532002543126,0.035891732098331346
0.9627736370914065,3.0029940409118665,0.02311286984417874,0.13087594487317702,0.042345985292185376
0.9829067527628985,2.936225511428173,0.022488927024152495,0.13170551876069778,0.055500910502194446
0.983954330736349,3.030921858606085,0.020626811454611396,0.13230682778863018,0.053240638401588776
0.9933669668150219,3.004278355564664,0.022389036472897278,0.12872653410979462,0.03270044639259205
0.9577117836570851,2.94958625309215,0.021535260031264308,0.1249637357106102,0.07549704002292054
0.9769961574832474,3.066974342471272,0.021557431205730854,0.12703544305072387,0.03072814164359163
0.9575792808893341,3.053971931383435,0.023055072648570638,0.11546464809845633,0.06392091520749626
0.9782599500777761,3.1423434898988187,0.02171676257044366,0.11557939857485192,0.06346345682007039
0.9515043324731804,2.995817851039572,0.022545720752691643,0.13917217288545483,0.044866396473048416
0.9663970956955208,2.9844579020306403,0.020725190011877007,0.12110286545596241,0.07895063957192228
0.9993975779415999,2.9723522495798096,0.023290257181826517,0.11869048648349051,0.07651427434696606
0.9907770677092709,3.059894615167099,0.021636930798497423,0.13409009685504822,0.0326760323118507
0.9844887880231348,2.9058941304494557,0.021601396470266605,0.1322314551626989,0.06489887213135727
0.9814619237769396,3.130724378638432,0.021209764991235495,0.12927410263494024,0.04567913230839182
0.9835253272698707,2.9084697652770535,0.02042416851028424,0.11482148827829676,0.03546506916746318
0.9482666495183544,3.0508905324243942,0.021444062495357276,0.1299003401872238,0.05407026591270818
0.9705014185809447,3.096505344020766,0.020047811427893025,0.11880699045439248,0.06795730390263996
0.9615150994246252,3.062153615368945,0.023026315690688966,0.13587584926473084,0.036671826618580226
0.997396126343045,3.135118148645888,0.02115891300880984,0.1384115161763552,0.05382570490453384
0.9797588548503087,3.1213275592415792,0.020573087192284196,0.11189920487814166,0.07121596002426069
0.9856782547947495,3.1786865370147126,0.02171384512782948,0.13718330195234194,0.039688848177677
0.9648120794653436,3.076308166848711,0.021935929648035632,0.11707763714988025,0.07681985450517467
0.9986207279192683,2.9811171943660772,0.020114968488647425,0.1351409573460254,0.06740057018175213
0.9628529091869384,3.0382926323534374,0.020897692796334924,0.12055905007281946,0.06479512189397268
0.9543229429085589,3.0546631326805556,0.02136092556223261,0.11770061015664951,0.04096995331870976
0.9665259824913798,2.944157331663724,0.020432271726341614,0.13535076735339494,0.05146630248060609
0.9633972826282439,2.9815661106563125,0.02070312431686865,0.13749581459522264,0.07689054225444067
0.99448687680359,2.9191189284961743,0.02307963438245914,0.1372801889882157,0.06555867020287443
0.9602298143981595,3.0655347860379787,0.020423542708794675,0.12605417139830732,0.05119577817395968
0.974591899909244,3.1942718144631446,0.022249785375274334,0.12853253528446454,0.041087011260047254
0.9945247542125566,3.137234499876599,0.02205001037021434,0.11764270579080995,0.06611305133548151
0.9952773470181185,3.054639976136795,0.022768814086737702,0.11550158048341666,0.07470905977549427
0.9863484749961415,3.011752791934812,0.020381061989841975,0.13544154866942615,0.06446311097066917
0.9573381900754427,3.082276667968086,0.023554703632540665,0.1381132736442864,0.036414295753412276
0.9549208618976726,2.9270215656494303,0.020408737869114256,0.11510978489547746,0.061008436760140845
0.9947898443743416,3.015655911955624,0.021495258175356916,0.11171862377348729,0.046204696925970325
0.9452948271305577,2.9162395140360324,0.020683080581071094,0.12136676757287282,0.06805636990393048
0.9627060653449244,2.9136202124504704,0.020744746350034433,0.13985379095299713,0.0331776328028283
0.9454818224050775,3.17298339136121,0.020450087906680955,0.11706268365367967,0.057595058325443635
0.9629112601163932,3.194370591296896,0.023164234348867933,0.11711359180965905,0.04263229606115393
0.9863147445829643,3.1540463476052714,0.022945043190147826,0.11095778861069772,0.06949316425744684
0.9840907500038814,2.9389809085702505,0.021828899520616184,0.11174442457705214,0.03399825170921308
0.9932955663069472,3.16388266832071,0.021186504019742095,0.11832777390355673,0.07223879398417074
0.9596253832875208,3.089263887039318,0.020559278378877166,0.11844235466635374,0.04253831288651429
0.9469182381993275,3.097213860932538,0.023094496438581538,0.11394029229841833,0.04374317989174635
0.9762660732900744,3.19813417674473,0.022297394070742327,0.11579946090737989,0.06649410006843448
0.9661671053353054,2.923260499497897,0.021039004136294424,0.1384453550236499,0.06512832069308483
0.9400000351108799,3.0706079725272906,0.020406220441066922,0.12630637087630167,0.03293021371280481
0.9828561720582678,3.1083378268999367,0.02079196838888912,0.13858284199050078,0.06088764213666163
